name,internal_id,address,valid_until,country_codes,countries,status,node_id,sourceID
KALOSH CORPORATION,23662,KALOSH CORPORATION VIA BRASIL; NO. 33; DIAGONAL A CALLE SAMUEL LEWIS PANAMA PANAMA,The Panama Papers  data is current through 2015,PAN,Panama,ACTIVE,11003963,Panama Papers
ARMANDO GONZALEZ FONSECA,23698,ARMANDO GONZALEZ FONSECA INVERSIONES AM PM; S.A. FRENTE AGENCIA BANCO DE COSTA RICA BARRIO GONZALEZ LAHMANN CASA NÚMERO 1912 SAN JOSÉ; COSTA RICA,The Panama Papers  data is current through 2015,CRI,Costa Rica,ACTIVE,11003964,Panama Papers
LIBERATION MANAGEMENT LIMITED,23745,"LIBERATION MANAGEMENT LIMITED 13 NORTH ESPLANADE ST PETER PORT GUERNSEY GY1 2LQ CHANNEL ISLANDS, UNITED KINGDOM",The Panama Papers  data is current through 2015,GGY;GBR,Guernsey;United Kingdom,ACTIVE,11003965,Panama Papers
MICHAEL WILLIAM GREENWALD,23795,"MICHAEL WILLIAM GREENWALD 10986 STARVATION LAKE RD. NE MANCELONA, MICHIGAN  49659 UNITED STATES OF AMERICA",The Panama Papers  data is current through 2015,USA,United States,SUSPENDED,11003966,Panama Papers
ABOUBAKER OMAR HADI,23848,ABOUBAKER OMAR HADI 2; BOULEVARD GUELLET BATAL JEBEL; AMBOULI; DJIBOUTI REPUBLIQUE DE DJIBOUTI; BP 1674,The Panama Papers  data is current through 2015,DJI,Djibouti,SUSPENDED,11003967,Panama Papers
ERICK ARTURO PEREZ HUEMER,23855,CENTRO EMPRESARIAL MAR DEL SUR FRENTE A ETERNA PLAQUE; CALLE 1RA EL CARMEN; PISO 4 OFICINA 401 PANAMA PANAMA,The Panama Papers  data is current through 2015,PAN,Panama,ACTIVE,11003968,Panama Papers
GUSTAVO CABRERA ACEVEDO,21608,,The Panama Papers  data is current through 2015,VEN,"Venezuela, Bolivarian Republic of",ACTIVE,11003969,Panama Papers
CHINA DEVELOPMENT BANK INTERNATIONAL INVESTMENT LIMITED,21626,"CHINA DEVELOPMENT BANK INTERNATIONAL INVESTMENT SUITES 4506-4509 TWO INTERNATIONAL FINANCE CENTRE, NO. 8 FINANCE STREET CENTRAL HONG KONG",The Panama Papers  data is current through 2015,HKG,Hong Kong,ACTIVE,11003970,Panama Papers
TOPLAW TRUSTEES LIMITED,21681,"TOPLAW TRUSTEES LIMITED P.O. BOX 761 ORDANCE HOUSE 31 PIER ROAD ST. HELIER, JERSEY JE4 8PW CHANNEL ISLANDS",The Panama Papers  data is current through 2015,JEY;GBR,Jersey;United Kingdom,SUSPENDED,11003971,Panama Papers
TO & HO CERTIFIED PUBLIC ACCOUNTANTS LIMITED,21684,TO & HO CERTIFIED PUBLIC ACCOUNTANTS LIMITED 16TH FLOOR; SHING LEE COMMERCIAL BUILDING; NO. 8 WING KUT STREET; CENTRAL; HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,SUSPENDED,11003972,Panama Papers
PROJECTCONSULT INTERNATIONAL INC.,217,PROJECTCONSULT INTERNATIONAL INC. P.A. BAS P.O. BOX 554 1211 GENEVA 6 SWITZERLAND,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11003973,Panama Papers
HÉCTOR DEL CAMPO,21758,BADO KUSTER Y RACHETTI TREINTA Y TRES 1271 MONTEVIDEO URUGUAY,The Panama Papers  data is current through 2015,URY,Uruguay,SUSPENDED,11003974,Panama Papers
"BARRERA, MOLINA, VITERI & ANDRADE CEVALLOS",21762,,The Panama Papers  data is current through 2015,,,,11003975,Panama Papers
VINCENT LOIACONO CPA,21798,,The Panama Papers  data is current through 2015,USA,United States,ACTIVE,11003976,Panama Papers
LAURIE KRAUS,21824,,The Panama Papers  data is current through 2015,,,,11003977,Panama Papers
WOO & FOK SOLICITORS,21829,WOO & FOK SOLICITORS ROOM 1404 14/FLOOR; CHEUK NANG CENTER 9 HILLWOOD ROAD  TSIM SHA TSUI; KOWLOON HONG KONG S.A.R.,The Panama Papers  data is current through 2015,HKG,Hong Kong,SUSPENDED,11003978,Panama Papers
MAXIMILIAN VON SCHUBERT,23869,,The Panama Papers  data is current through 2015,,,,11003979,Panama Papers
LINA GONZALEZ,23884,,The Panama Papers  data is current through 2015,,,,11003980,Panama Papers
SKYTECH MEDICAL TECHNOLOGIES INC,23902,,The Panama Papers  data is current through 2015,BRA,Brazil,ACTIVE,11003982,Panama Papers
NAVARRO ABOGADOS,23929,"NAVARRO ABOGADOS MANTUA 6706 OFICINA 005 MONTEVIDEO 11500, MONTEVIDEO URUGUAY",The Panama Papers  data is current through 2015,URY,Uruguay,ACTIVE,11003983,Panama Papers
MANLIO ARELLANOS GUTIÉRREZ,23934,MANLIO ARELLANOS GUTIERREZ F & F TOWER; PISO 43; OFICINA 43C URB. MARBELLA; CALLE 50 PANAMA PANAMA,The Panama Papers  data is current through 2015,PAN;MEX,Panama;Mexico,ACTIVE,11003984,Panama Papers
NORBERTO SUAREZ/VIDEIRA E HIJOS S.A.,23955,"NORBERTO SUAREZ HORQUETA, LOS NARANJOS BOQUETE PROVINCIA DE CHIRIQUI PANAMA BOQUETE PANAMA",The Panama Papers  data is current through 2015,PAN,Panama,ACTIVE,11003985,Panama Papers
XINGKE INTELLECTUAL PROPERTY AGENCY LIMITED,23891,XINGKE INTELLECTUAL PROPERTY AGENCY LIMITED ROOM 1502; MINGYUEGE; YANGGUANGTIANDI BUILDING; TIANBEI FOUR ROAD; LUOHU DISTRICT; SHENZHEN CITY; GUANGDONG PROVINCE; CHINA.,The Panama Papers  data is current through 2015,CHN,China,ACTIVE,11003981,Panama Papers
LOVELLS,240,,The Panama Papers  data is current through 2015,GBR,United Kingdom,SUSPENDED,11003986,Panama Papers
TMF URUGUAY S.R.L.,24001,"TMF URUGUAY S.R.L. ANDES 1365, PISO 14 MONTEVIDEO URUGUAY",The Panama Papers  data is current through 2015,URY,Uruguay,ACTIVE,11003987,Panama Papers
PANDALAW SERVICES LIMITED,24147,PANDALAW SERVICES LIMITED PAMBORIDES HOUSE; 45-47 DIGENI AKRITA AVE CY-1070 LEFKOSIA; CYPRUS,The Panama Papers  data is current through 2015,CYP,Cyprus,ACTIVE,11003988,Panama Papers
CRA. MARÍA WAISBORT,24148,"CRA. MARÍA WAISBORT PLAZA CAGANCHA 1335, OF. 404 MONTEVIDEO URUGUAY",The Panama Papers  data is current through 2015,URY,Uruguay,ACTIVE,11003989,Panama Papers
MAURICIO RESTREPO PINTO,24164,,The Panama Papers  data is current through 2015,,,,11003990,Panama Papers
LUK CHI HOLDINGS LIMITED,24244,LUK CHI HOLDINGS LIMITED 5/F; SUEN YUE BUILDING; NO. 48 BONHAM STRAND WEST; SHEUNG WAN HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,ACTIVE,11003991,Panama Papers
KEE FAT INTERNATIONAL LIMITED,24245,"KEE FAT INTERNATIONAL LIMITED 7/F, CHINA UNITED CENTRE 28 MARBLE ROAD NORTH POINT HONG KONG",The Panama Papers  data is current through 2015,HKG,Hong Kong,SUSPENDED,11003992,Panama Papers
"MORDECHAI  KUPERSCHMIDT, ADVOCATE",24286,"MORDECHAI KUPERSCHMIDT 14 GRUZENBERG  STREET TEL-AVIV 65 811, TEL-AVIV ISRAEL",The Panama Papers  data is current through 2015,ISR,Israel,ACTIVE,11003993,Panama Papers
SYLVIA MARIA SIMONE ROMANO,24374,,The Panama Papers  data is current through 2015,BRA,Brazil,ACTIVE,11003994,Panama Papers
NICOLE DIDI,24434,"NICOLE DIDI DINICO SARL - 21 CHEMIN LADAME GENEVE 1226, GENEVA SWITZERLAND",The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11003995,Panama Papers
RAMOS GALARZA & ASOCIADOS,24440,,The Panama Papers  data is current through 2015,ECU,Ecuador,ACTIVE,11003996,Panama Papers
MS. YIU HI SUI FRANKY,24445,MS. YIU HI SUI FRANKY C/O MS. GRACE LI; CREDIT AGRICOLE(SUISSE) S.A. 29/F1.; TWO PACIFIC PLACE; 88 QUEENSWAY; HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,ACTIVE,11003997,Panama Papers
"NEW CENTURY CONSULTANT CO., LTD.",23192,NEW CENTURY CONSULTANT CO.; LTD ROOM 1412; BUILDING 3; NO.111; CHANGJIANG ROAD; NANJING; JIANGSU; P.R. CHINA,The Panama Papers  data is current through 2015,CHN,China,ACTIVE,11003998,Panama Papers
HEINRICH ADOLF GUSTAVO JASCHKE MULLER,23203,,The Panama Papers  data is current through 2015,,,,11003999,Panama Papers
MAGNHILD FALEIDE FRISTAD,23284,MAGNHILD FALEIDE FRISTAD FYSIODIREKTE GULLHELLAVEIEN 21 N- 1386 ASKER NORWAY,The Panama Papers  data is current through 2015,NOR,Norway,SUSPENDED,11004000,Panama Papers
IMFC MANAGEMENT BV,23333,IMFC MANAGEMENT BV  AMSTELDIJK 166 1079 LH AMSTERDAM THE NETHERLANDS,The Panama Papers  data is current through 2015,NLD,Netherlands,ACTIVE,11004001,Panama Papers
ITS INFOCOMUNICACIÓN,23395,,The Panama Papers  data is current through 2015,,,,11004002,Panama Papers
EC. DANIEL VIGIL,23416,"EC. DANIEL VIGIL BULEVAR ARTIGAS 220, PISO  7.  MONTEVIDEO URUGUAY",The Panama Papers  data is current through 2015,URY,Uruguay,SUSPENDED,11004003,Panama Papers
FIMECO ASSOCIES SA,23423,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11004004,Panama Papers
SOFTLAND INVERSIONES S.L.,23435,SOFTLAND INVERSIONES S.L. CASTELLANA 257; PLANTA 7ª MADRID; ESPAÑA,The Panama Papers  data is current through 2015,ESP,Spain,ACTIVE,11004005,Panama Papers
JEAN PAUL VAN DEN BRANDE,17827,,The Panama Papers  data is current through 2015,VEN,"Venezuela, Bolivarian Republic of",SUSPENDED,11004029,Panama Papers
TAURIN MANAGEMENT ANSTALT,17877,,The Panama Papers  data is current through 2015,LIE,Liechtenstein,ACTIVE,11004032,Panama Papers
FIDEXAUDIT S.A.,17895,,The Panama Papers  data is current through 2015,CHE,Switzerland,SUSPENDED,11004034,Panama Papers
TORNECA INTERNATIONAL PRODUCTS,17918,,The Panama Papers  data is current through 2015,,,,11004035,Panama Papers
MANDACONSULT AG = ZUG INVEST SA (ZURICH CLIENT),17994,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11004038,Panama Papers
DORIS OCHOA,23440,DORIS OCHOA AV. VENEZUELA EDIF. EL SAMAN PISO 1; CEDEL; EL ROSAL.  CÓDIGO POSTAL:  1060 CARACAS; VENEZUELA.,The Panama Papers  data is current through 2015,VEN,"Venezuela, Bolivarian Republic of",SUSPENDED,11004006,Panama Papers
CONSULT CORP,23489,,The Panama Papers  data is current through 2015,ECU,Ecuador,ACTIVE,11004007,Panama Papers
CR. CARLOS SPILLER,23536,CR. CARLOS SPILLER RAMBLA REPÚBLICA DEL PERÚ 1395  OFICINA 901 MONTEVIDEO URUGUAY,The Panama Papers  data is current through 2015,URY,Uruguay,ACTIVE,11004008,Panama Papers
JUDITH KRISTINA MEGARITY,24463,JUDITH KRISTINA MEGARITY  #13 FIRST ST. LOUTH ST. CATHARINES; ONTARIO; CANADA L2W 1C7 CANADA,The Panama Papers  data is current through 2015,CAN,Canada,ACTIVE,11004009,Panama Papers
RONALD JOSEPH DAVIES /  MARIE CLARA ELISABETH DAVIES,24464,RONALD JOSEPH DAVIES MARIE CLARA ELISABETH DAVIES BOQUETE-DE CALDERA  MONTAÑAS DE CALDERA  LOTE 196 A CHIRIQUI  PANAMA,The Panama Papers  data is current through 2015,PAN;CAN,Panama;Canada,ACTIVE,11004010,Panama Papers
HARLEY WILLIAM KLATT,24480,"HARLEY WILLIAM KLATT 2135 COUNTRY WOODS ROAD  SERRONTO, B.C.VOE-2A1  CANADA",The Panama Papers  data is current through 2015,CAN,Canada,SUSPENDED,11004011,Panama Papers
REGULO ALBERTO BENITEZ,24532,REGULO ALBERTO BENITEZ  AV PRINCIPAL RES. CHORROS PALACE 1 C  URB. LOS CHORROS; CARACAS; VENEZUELA,The Panama Papers  data is current through 2015,VEN,"Venezuela, Bolivarian Republic of",SUSPENDED,11004012,Panama Papers
STRATEGIS  SERVICES  S.A.M.,24590,,The Panama Papers  data is current through 2015,MCO,Monaco,ACTIVE,11004013,Panama Papers
HANGZHOU GENEROUS INVESTMENT LTD.,24603,HANGZHOU GENEROUS INVESTMENT LTD. 20CD; GUOJI GARDEN (W.) NO.160; TIANMUSHAN RD. HANGZHOU CITY ZHEJIANG CHINA,The Panama Papers  data is current through 2015,CHN,China,ACTIVE,11004014,Panama Papers
S & F ENTERPRISE MANAGEMENT COMPANY LIMITED,24613,S & F ENTERPRISE MANAGEMENT COMPANY LIMITED UNIT A; 9/F.; CANDY NOVELTY HOUSE 164 WAI YIP STREET KWUN TONG; KOWLOON HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,SUSPENDED,11004015,Panama Papers
"SUN COMMUNICATIONS, SRL (SUNTV)",24625,"SUN COMMUNICATIONS, SRL (SUNTV) 38 B HINCESTI STR. MD 20-28 CHISINAU REPUBLIC OF MOLDOVA",The Panama Papers  data is current through 2015,MDA,"Moldova, Republic of",ACTIVE,11004016,Panama Papers
HORIZON TRUSTEES (SUISSE) SA,22125,HORIZON TRUSTEES (SUISSE) SA RUE DE ST-JEAN 30 1203 GENEVA SWITZERLAND,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11004017,Panama Papers
DEHC INGENIEROS CONSULTORES,22130,DEHC INGENIEROS CONSULTORES AVENIDA 10; CALLE 23 BIS; Nº 1005 BARRIO GONZÁLEZ  LAHMANN SAN JOSÉ; COSTA RICA,The Panama Papers  data is current through 2015,CRI,Costa Rica,SUSPENDED,11004018,Panama Papers
"FUCHY HOLDINGS CO., LTD.",22191,FUCHY HOLDINGS CO.; LTD. 22-1; INTERNATIONAL FINANCE TOWER; NO.15  REMIN ROAD; DALIAN  PEOPLES REPUBLIC OF CHINA,The Panama Papers  data is current through 2015,CHN,China,ACTIVE,11004019,Panama Papers
INGAR ENGEN,22265,INGAR ENGEN C/O TOWAGE ENTERPRISE LTD. VICTORIA HOUSE SUITS 41/42  -  P.O.BOX 563 26 MAIN STREET GIBRALTAR,The Panama Papers  data is current through 2015,GIB,Gibraltar,SUSPENDED,11004020,Panama Papers
MANAGEMENT TRUSTEES GROUP SA,22294,,The Panama Papers  data is current through 2015,CHE,Switzerland,INACTIVE,11004021,Panama Papers
RIGA TRUST LIMITED,22297,RIGA TRUST LIMITED P.O. BOX  6011 AUCKLAND 1141 NEW ZEALAND,The Panama Papers  data is current through 2015,NZL,New Zealand,SUSPENDED,11004022,Panama Papers
EMILY CATHERINE HAWORTH,22326,EMILY CATHERINE  HAWORTH EL HUACAL; LOS NARANJOS; BOQUETE; PROVINCIA DE CHIRIQUI; REPUBLICA DE PANAMA. CHIRIQUI PANAMA,The Panama Papers  data is current through 2015,PAN;USA,Panama;United States,ACTIVE,11004023,Panama Papers
EXPAND GROUP BRASIL S/A,22342,,The Panama Papers  data is current through 2015,BRA,Brazil,ACTIVE,11004024,Panama Papers
AURORA PECUNIA GMBH,17717,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11004026,Panama Papers
WENDY´S MULTIUNIDADES,17825,,The Panama Papers  data is current through 2015,VEN,"Venezuela, Bolivarian Republic of",ACTIVE,11004028,Panama Papers
SUNDA INVESTMENT CO,22381,SUNDA INVESTMENT CO ROOM 12A03; ENTERPRISES BUILDING 228 QUEEN'S ROAD CENTRAL; HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,ACTIVE,11004025,Panama Papers
"IMPROSA SERVICIOS INTERNACIONALES, S.A.",17764,IMPROSA SERVICIOS INTERNACIONALES; S.A. APARTADO POSTAL 0832-02202 PANAMA; REPUBLICA DE PANAMA,The Panama Papers  data is current through 2015,PAN,Panama,SUSPENDED,11004027,Panama Papers
WISE BUSINESS CONSULTING LIMITED,17830,WISE BUSINESS CONSULTING LIMITED 6TH FLOOR; WYNDHAM PLACE; 44 WYNDHAM PLACE; CENTRAL HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,ACTIVE,11004030,Panama Papers
TAI CHEN INVESTMENT LIMITED,17839,TAI CHEN INVESTMENT LIMITED JL. MANGGA BESAR RAYA NO. 42II JAKARTA 11150 INDONESIA,The Panama Papers  data is current through 2015,IDN,Indonesia,ACTIVE,11004031,Panama Papers
UNI-TECH BUSINESS CONSULTANTS CO. LTD,17887,UNI-TECH BUSINESS CONSULTANTS CO. LTD FLAT B; 6/F.; TEDA BUILDING; 87 WING LOK STREET; SHEUNG WAN; HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,ACTIVE,11004033,Panama Papers
RYA MANAGEMENT LIMITED,17924,RYA MANAGEMENT LIMITED ROOM 1318-20; 13/F.; HOLLYWOOD PLAZA 610 NATHAN ROAD MONGKOK; KOWLOON HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,ACTIVE,11004036,Panama Papers
LAW FIRM OF PROF.   ABDULAZIZ  A. ALFADDA,17963,LAW FIRM OF PROF.   ABDULAZIZ A. ALFADDA 59 ABDULLAH  ALHAMDAN STREET  P.O. BOX 1914; RIYADH 11441 RIYADH; SAUDI ARABIA,The Panama Papers  data is current through 2015,SAU,Saudi Arabia,SUSPENDED,11004037,Panama Papers
ALLEN & OVERY,18120,,The Panama Papers  data is current through 2015,ARE,United Arab Emirates,ACTIVE,11004042,Panama Papers
MR. SHUKRI MOHAMED M. BASHIR,18160,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11004043,Panama Papers
DE MEESTER - AVOCATS À LA COUR,28346,DE MEESTER AVOCAT 3; RUE DES BAINS BP 848 LUXEMBOURG CITY 2018; LUXEMBOURG DISTRICT LUXEMBOURG,The Panama Papers  data is current through 2015,LUX,Luxembourg,ACTIVE,11004044,Panama Papers
EUROBANK EFG PRIVATE BANK LUXEMBOURG S.A.,28358,"EUROBANK EFG PRIVATE BANK LUXEMBOURG S.A. 5, RUE JEAN MONNET L-2180 LUXEMBOURG",The Panama Papers  data is current through 2015,LUX,Luxembourg,ACTIVE,11004045,Panama Papers
THIELEN & ASSOCIÉS AVOCATS,28373,"THIELEN & ASSOCIÉS AVOCATS 10, RUE WILLY GOERGEN L-1636 LUXEMBOURG LUXEMBOURG CITY LUXEMBOURG",The Panama Papers  data is current through 2015,LUX,Luxembourg,ACTIVE,11004046,Panama Papers
GSLP INTERNATIONAL LUXEMBOURG  S.A R.L,28374,"GSLP INTERNATIONAL LUXEMBOURG  S.A R.L VERMÖGENSVERWALTERSOZIETÄT; 3, PLACE CLAIREFONTAINE; L - 1341 LUXEMBOURG LUXEMBOURG CITY LUXEMBOURG",The Panama Papers  data is current through 2015,LUX,Luxembourg,ACTIVE,11004047,Panama Papers
FRITSCH & GROZINGER AVOCATS,28378,"FRITSCH & GROZINGER AVOCATS 105, VAL STE CROIX L-1371 LUXEMBOURG LUXEMBOIRG",The Panama Papers  data is current through 2015,LUX,Luxembourg,SUSPENDED,11004048,Panama Papers
ETUDE  SIMONE RETTER,28389,"ETUDE  SIMONE RETTER 14, AVENUE DU X SEPTEMBRE L-2550 LUXEMBOURG",The Panama Papers  data is current through 2015,LUX,Luxembourg,ACTIVE,11004049,Panama Papers
RSM FHG & ASSOCIÉS,28397,RSM FHG & ASSOCIÉS 6; RUE ADOLPHE LUXEMBOURG CITY L-1116; LUXEMBOURG DISTRICT LUXEMBOURG,The Panama Papers  data is current through 2015,LUX,Luxembourg,ACTIVE,11004050,Panama Papers
T.A.T. DE PANAMA S. A.,284,"T.A.T. DE PANAMA S. A. APARTADO POSTAL 0819-04185 PANAMA, REPUBLICA DE PANAMA",The Panama Papers  data is current through 2015,PAN,Panama,SUSPENDED,11004051,Panama Papers
PW MINING INTERNATIONAL LIMITED,21873,"PW MINING INTERNATIONAL LIMITED 10 ABIDJAN AVENUE EAST LEGON ACCRA, GHANA",The Panama Papers  data is current through 2015,GHA,Ghana,ACTIVE,11004052,Panama Papers
GRUPO GOLAN CORPORATION,22407,GRUPO GOLAN CORPORATION  301 CRAWFORD BOULEVARD STE. 102  BOCA RATON FLORIDA 33432 UNITED STATES OF AMERICA,The Panama Papers  data is current through 2015,USA,United States,SUSPENDED,11004219,Panama Papers
DR.  JORGE NAPOLEONE SETI,23223,"25 DE MAYO 555, ESC. 504; MONTEVIDEO; URUGUAY MONTEVIDEO URUGUAY",The Panama Papers  data is current through 2015,URY,Uruguay,ACTIVE,11004313,Panama Papers
APPLEBY TRUST (CAYMAN) LTD.,21881,APPLEBY TRUST (CAYMAN) LTD. CLIFTON HOUSE 75 FORT STREET P.O. BOX 1350 GEORGE TOWN KY1-1108 GRAND CAYMAN,The Panama Papers  data is current through 2015,CYM,Cayman Islands,ACTIVE,11004053,Panama Papers
SHENZHEN  RICHFUL WEIYE INVESTMENT CONSULTANTS LIMITED,21908,SHENZHEN  RICHFUL WEIYE INVESTMENT  CONSULTANTS LIMITED ROOM 1402; HUALE BUILDING; SHENNAN ROAD EAST; LUOHU DISTRICT; SHENZHEN CITY; GUANGDONG PROVINCE; PEOPLE' S REPUBLIC OF CHINA,The Panama Papers  data is current through 2015,CHN,China,ACTIVE,11004054,Panama Papers
LOCKSON INTERNATIONAL LTD.,21960,LOCKSON INTERNATIONAL LTD. 22/F; DOUBLE BUILDING 22 STANLEY STREET CENTRAL; HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,ACTIVE,11004055,Panama Papers
UBS AG (SINGAPORE),22003,,The Panama Papers  data is current through 2015,SGP,Singapore,UNRECOVERABLE ACCOUNTS,11004056,Panama Papers
TRUST PARTNERS S.A.,22004,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11004057,Panama Papers
GREAT SOUND GROUP LIMITED,22008,GREAT SOUND GROUP LIMITED 12 SCIENCE PARK EAST AVENUE 6/F.; HONG KONG SCIENCE PARK SHATIN; N.T.; HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,ACTIVE,11004058,Panama Papers
DOUGLAS ESPIN,22018,,The Panama Papers  data is current through 2015,,,,11004059,Panama Papers
DAVID CSUMRIK,22030,"DAVID CSUMRIK THE BUSINESS CENTER UPTON, ST. MICHAEL BB11103 BARBADOS",The Panama Papers  data is current through 2015,BRB,Barbados,ACTIVE,11004060,Panama Papers
GLORY STAR TRADING LTD.,24725,GLORY STAR TRADING LTD. 12/F; PHASE 1; AUSTIN TOWER; 22-26 AUSTIN AVENUE; T.S.T.; KOWLOON; HONG KONG,The Panama Papers  data is current through 2015,HKG,Hong Kong,SUSPENDED,11004061,Panama Papers
HE ZIJING,24770,MS. HE ZIJING 9/F; TOWER E; ROYAL PALACE; NO.6 GONG YUAN XI JIE; JIAN GUO MEN NEI AVE.; BEIJING; CHINA 100005,The Panama Papers  data is current through 2015,CHN,China,SUSPENDED,11004062,Panama Papers
MR. DETLEF TEMME,24791,MR. DETLEF TEMME KLEEHEIDE 7 33803 STEINHAGEN GERMANY,The Panama Papers  data is current through 2015,DEU,Germany,SUSPENDED,11004063,Panama Papers
BETA CONSULTANTS,24843,,The Panama Papers  data is current through 2015,ARE,United Arab Emirates,ACTIVE,11004064,Panama Papers
JOSÉ CARLOS MARUM,24859,,The Panama Papers  data is current through 2015,BRA,Brazil,ACTIVE,11004065,Panama Papers
HENGLONG CHEN,24873,HENGLONG CHEN ROOM 2501; BUILDING 29; 99 JINHE ROAD; PUDONG NEW DISTRICT; SHANGHAI; CHINA,The Panama Papers  data is current through 2015,CHN,China,SUSPENDED,11004066,Panama Papers
KALLIOPI PAKY HOURIET,24877,,The Panama Papers  data is current through 2015,,,,11004067,Panama Papers
GLOBAL TRUST & MANAGEMENT SERVICES B.V.,24899,"GLOBAL TRUST & MANAGEMENT SERVICES B.V. POS CABAI OFFICE PARK UNIT 5 SCHOUWBURGWEG N/N CURAÇAO, NETHERLANDS ANTILLES",The Panama Papers  data is current through 2015,,,ACTIVE,11004068,Panama Papers
CCS & COMPANY CPA,24901,"CCS & COMPANY CPA 15/F, EMPIRE LAND COMMERCIAL CENTRE 81-85 LOCKHART ROAD WANCHAI HONG KONG",The Panama Papers  data is current through 2015,HKG,Hong Kong,ACTIVE,11004069,Panama Papers
KARDEX MANAGEMENT LIMITED,24920,,The Panama Papers  data is current through 2015,BRA,Brazil,ACTIVE,11004070,Panama Papers
"BANCO ALEMAN PLATINA, S.A.",1822,BANCO ALEMAN PLATINA; S.A. APARTADO POSTAL 0816-06180 PANAMÁ; REP. DE PANAMÁ,The Panama Papers  data is current through 2015,PAN,Panama,SUSPENDED,11004071,Panama Papers
DEUTSCHE BANK INTERNATIONAL TRUST CO. LTD.(MAURITIUS),18259,DEUTSCHE BANK INTERNATIONAL TRUST CO. LTD.(MAURITIUS) P.O. BOX 615 4TH FLOOR; BARKLY WHARF EAST LE CAUDAN WATERFRONT PORT LOUIS; MAURITIUS *S.I.*,The Panama Papers  data is current through 2015,MUS,Mauritius,ACTIVE,11004072,Panama Papers
CHARTWELL ASSET MANAGEMENT SERVICES SA,18266,,The Panama Papers  data is current through 2015,CHE,Switzerland,ACTIVE,11004073,Panama Papers
VICENTE BERNABEU,18296,,The Panama Papers  data is current through 2015,,,,11004074,Panama Papers
ESTUDIO CRA. BOFFA,18300,"ESTUDIO CRA. BOFFA ROQUE GRASERAS 769, 602 MONTEVIDEO URUGUAY",The Panama Papers  data is current through 2015,URY,Uruguay,ACTIVE,11004076,Panama Papers
MÁRCIO SILVA CHAVES,18459,,The Panama Papers  data is current through 2015,BRA,Brazil,ACTIVE,11004079,Panama Papers
INTERNATIONAL CORPORATE TRUST COMPANY OF SAINT MAARTEN N.V.,1830,INTERNATIONAL CORPORATE TRUST COMPANY OF SAINT MAARTEN N.V. P.O. BOX 242 7 FRONT STREET; SUITE 7 PHILIPSBURG; ST. MAARTEN N.V. NETHERLANDS ANTILLES,The Panama Papers  data is current through 2015,,,UNRECOVERABLE ACCOUNTS,11004075,Panama Papers
EURO-AMERICAN TRUST AND MANAGEMENT SERVICES LIMITED,1840,EURO-AMERICAN  TRUST AND MANAGEMENT SERVICES LIMITED P.O. BOX 3161 MILL MALL TOWER FIRST FLOOR; WICKHAMS CAY ROAD TOWN; TORTOLA,The Panama Papers  data is current through 2015,VGB,"Virgin Islands, British",SUSPENDED,11004077,Panama Papers
NAUTILUS FIDUCIARY MAURITIUS LIMITED,18405,NAUTILUS FIDUCIARY MAURITIUS LIMITED LEVEL 5; TOWER III; NEXTERACOM TOWER; EBENE CYBERCITY MAURITIUS,The Panama Papers  data is current through 2015,MUS,Mauritius,ACTIVE,11004078,Panama Papers
OGIER FIDUCIARY SERVICES (JERSEY) LIMITED,1930,OGIER HOUSE THE ESPLANADE ST HELIER; JERSEY; JE4 9WG ST. HELIER UNITED KINGDOM,The Panama Papers  data is current through 2015,GBR,United Kingdom,ACTIVE,11004080,Panama Papers
GOLDEN GLARE INTERNATIONAL LLC,19424,,The Panama Papers  data is current through 2015,BRA,Brazil,ACTIVE,11004081,Panama Papers
